StudentIndex,Name,YearOfStudy,CourseID1,CourseTitle1,BM25Score1,CourseID2,CourseTitle2,BM25Score2,CourseID3,CourseTitle3,BM25Score3,CourseID4,CourseTitle4,BM25Score4,CourseID5,CourseTitle5,BM25Score5
591,Student 592,Freshman,FR      104C ,ADV FRENCH GRAMMAR,46.0386,PHIL    599  ,PH D DISS PREP,44.1246,FAMST   250  ,CULTURAL THEORY,41.4718,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,AS AM   181  ,DESIGN FOR EQUITY,37.0034
592,Student 593,Sophomore,PHIL      3  ,CRITICAL THINKING,35.9931,MUS A   147S ,JAZZ ENSEMBLE,35.6901,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659,PHIL    183  ,BEGIN MODERN LOGIC,33.1684
593,Student 594,Freshman,C LIT   197  ,JR/SR SEMINAR,52.2236,C LIT   197H ,SENIOR HONORS SEM,50.4515,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC   110  ,INTRO RESEARCH CS,44.4397
594,Student 595,Sophomore,C LIT   197H ,SENIOR HONORS SEM,56.9251,SOC     185M ,MARXIST&CRIT THEORY,55.8299,SOC     185C ,CULTURAL THEORY,50.7513,C LIT   191  ,FANTASY/FANTASTIC,50.0438,C LIT   197  ,JR/SR SEMINAR,45.5443
595,Student 596,Senior,C LIT   196H ,HONORS RESEARCH,61.163,C LIT   197  ,JR/SR SEMINAR,60.6026,AS AM   181  ,DESIGN FOR EQUITY,59.4245,CMPSC   111  ,INT COMPUTAT SCI,58.7347,C LIT   197H ,SENIOR HONORS SEM,55.5452
596,Student 597,Sophomore,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292
597,Student 598,Junior,GLOBL   197E ,SPECIAL TOPICS,51.5344,ARTHI   192D ,UCSB INTERNSHIP,51.1481,RENST   199  ,INDEPENDENT STUDIES,49.2898,ARTHI     6F ,SUR ARCH & PLAN,48.4747,ARTHI   265  ,SEM ARCH HIST URBAN,46.6455
598,Student 599,Senior,C LIT   599  ,PH D DIS RE & PREP,73.6158,C LIT   197  ,JR/SR SEMINAR,44.5232,IQB     290CE,C. ELEG DEVELOP,42.7616,C LIT   197H ,SENIOR HONORS SEM,41.2213,PHYS      6AL,INTRO EXPER PHYSICS,39.4821
599,Student 600,Graduate,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHIL    151  ,PRE-SOCRATICS,33.6233
600,Student 601,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,52.8927,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHYS     20AL,EXPERIMENTAL PHYS,50.676,PHIL    599  ,PH D DISS PREP,49.1309,CMPSC   502  ,TEACHING COMPTR SCI,48.7886
601,Student 602,Graduate,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,FAMST   106A ,CREW PRODUCTION ONE,39.7833,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
602,Student 603,Senior,PHYS      6AL,INTRO EXPER PHYSICS,61.4161,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696
603,Student 604,Sophomore,PHIL    183  ,BEGIN MODERN LOGIC,68.7024,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    156  ,HELLENISTIC PHIL,54.8601
604,Student 605,Junior,C LIT   196H ,HONORS RESEARCH,50.1998,CMPSC   111  ,INT COMPUTAT SCI,45.8241,INT      86VC,PORTR & SELF IN AI,44.2768,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   184  ,MOBILE APP DEV,42.0864
605,Student 606,Freshman,ARTHI   192D ,UCSB INTERNSHIP,52.4471,C LIT   197  ,JR/SR SEMINAR,47.5801,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ART     593MS,MFA THESIS PROJECT,43.0338,CMPSC    40  ,FOUNDATION COMP SCI,42.5199
606,Student 607,Graduate,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292
607,Student 608,Junior,C LIT   197  ,JR/SR SEMINAR,52.2236,C LIT   197H ,SENIOR HONORS SEM,50.4515,C LIT   196H ,HONORS RESEARCH,48.9776,MATRL   599  ,PH D DISS PREP,47.256,CMPSC   111  ,INT COMPUTAT SCI,45.8241
608,Student 609,Junior,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,FR      599  ,DISS PREPARATION,33.8289,PHIL    151  ,PRE-SOCRATICS,33.6233
609,Student 610,Freshman,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,SOC     185M ,MARXIST&CRIT THEORY,55.1688,CMPSC   110  ,INTRO RESEARCH CS,50.9737
610,Student 611,Graduate,CMPSC   111  ,INT COMPUTAT SCI,43.46,CMPSC    40  ,FOUNDATION COMP SCI,40.3262,CMPSC   184  ,MOBILE APP DEV,39.9151,CMPSC    99  ,INDEPENDENT STUDIES,39.9151,CMPSC   189A ,SR CMPTR PRJCT,39.9151
611,Student 612,Sophomore,FR      104C ,ADV FRENCH GRAMMAR,46.0386,PHIL    599  ,PH D DISS PREP,44.1246,FAMST   250  ,CULTURAL THEORY,41.4718,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,EACS      5  ,INTRO TO BUDDHISM,35.5303
612,Student 613,Freshman,C LIT   599  ,PH D DIS RE & PREP,58.7608,IQB     290CE,C. ELEG DEVELOP,42.7616,MUS A    70N ,MIDDLE EAST CHORUS,34.4685,MUS A    38P ,OPERA PRODUCTION,34.2263,C LIT   197H ,SENIOR HONORS SEM,33.9186
613,Student 614,Senior,ECE     130A ,SIGNAL ANALYSIS,48.5077,ED      362  ,EXCEP CHILD,39.7173,MATH      4B ,DIFF EQUATIONS,36.9968,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,LING    599  ,PH D DISS PREP,35.258
614,Student 615,Freshman,PHYS      6CL,INTRO EXPER PHYSICS,46.4717,PHYS      7B ,BASIC PHYSICS,42.7485,PHYS    134L ,OBSER. ASTROPHYSICS,37.9248,ECON    118H ,ACCTG ANAL HONORS,34.3669,ANTH    125  ,ANTHRO OF GENDER,33.1517
615,Student 616,Senior,FAMST   250  ,CULTURAL THEORY,60.9228,FR      104C ,ADV FRENCH GRAMMAR,46.0386,RENST   199  ,INDEPENDENT STUDIES,34.5948,GLOBL   197E ,SPECIAL TOPICS,33.886,GER     199RA,INDEP RES ASSIST,32.7046
616,Student 617,Freshman,MUS A   170M ,MIDDLE EAST ENS.,66.4967,MUS A   170J ,GAMELAN ENS.,62.7883,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432
617,Student 618,Junior,ANTH    206GW,CUR PROBS IN ARCH,47.3648,INT      86VC,PORTR & SELF IN AI,37.7181,MATH      4B ,DIFF EQUATIONS,36.9968,FR      599  ,DISS PREPARATION,36.9036,GREEK   598  ,MA RESEARCH & PREP,30.66
618,Student 619,Senior,CMPSC   111  ,INT COMPUTAT SCI,76.3735,C LIT   196H ,HONORS RESEARCH,76.1414,CMPSC    40  ,FOUNDATION COMP SCI,70.8665,CMPSC   184  ,MOBILE APP DEV,70.144,CMPSC   189A ,SR CMPTR PRJCT,70.144
619,Student 620,Sophomore,PHYS      6AL,INTRO EXPER PHYSICS,42.0498,ECE     130A ,SIGNAL ANALYSIS,40.9977,FAMST   106A ,CREW PRODUCTION ONE,40.543,GREEK   598  ,MA RESEARCH & PREP,38.3745,C LIT   196H ,HONORS RESEARCH,37.229
620,Student 621,Senior,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC    99  ,INDEPENDENT STUDIES,42.0864,CMPSC   189A ,SR CMPTR PRJCT,42.0864
621,Student 622,Sophomore,LING    195A ,HONORS THESIS,54.9511,MUS A   252  ,VIOLIN ENSEMBLE,41.4391,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736
622,Student 623,Freshman,C LIT   197H ,SENIOR HONORS SEM,64.2278,C LIT   197  ,JR/SR SEMINAR,60.2267,C LIT   196H ,HONORS RESEARCH,59.6236,SOC     185M ,MARXIST&CRIT THEORY,57.7063,C LIT   191  ,FANTASY/FANTASTIC,57.2225
623,Student 624,Junior,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
624,Student 625,Graduate,ME      154  ,STRUCTURES,46.0208,MAT     596  ,DIRECTED RESEARCH,43.2842,ME      157  ,INTRO MULTIPHYS SIM,42.6236,ECE     153A ,HRDW/SFTW INTERFACE,42.4095,SOC     152B ,TOPICS IN SEXUALITY,42.0922
625,Student 626,Senior,GREEK   598  ,MA RESEARCH & PREP,53.8036,GLOBL   197E ,SPECIAL TOPICS,51.5344,RENST   199  ,INDEPENDENT STUDIES,49.2898,GREEK   199  ,INDEP STUDY GREEK,43.8704,GLOBL     1  ,GLOBL HIS/CUL/IDEOL,43.0741
626,Student 627,Freshman,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ANTH    206GW,CUR PROBS IN ARCH,43.8786,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   184  ,MOBILE APP DEV,42.0864,CMPSC   189A ,SR CMPTR PRJCT,42.0864
627,Student 628,Freshman,C LIT   197  ,JR/SR SEMINAR,44.5232,C LIT   597  ,IND ST MA & PH D,41.5451,C LIT   197H ,SENIOR HONORS SEM,41.2213,CMPSC   110  ,INTRO RESEARCH CS,39.8846,CMPSC    24  ,PROBLEM SOLVING II,39.8846
628,Student 629,Junior,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,PHIL    156  ,HELLENISTIC PHIL,54.8601
629,Student 630,Freshman,MUS A   245H ,HORN ENSEMBLE,59.8499,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807
630,Student 631,Freshman,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
631,Student 632,Senior,FR      599  ,DISS PREPARATION,38.5157,PHIL    252G ,PLATO,34.9731,ME      197  ,IND STUDIES DESIGN,30.7322,INT      86VC,PORTR & SELF IN AI,29.9621,MUS      32A ,SECONDARY PIANO,28.1981
632,Student 633,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    119A ,THERMO & STAT PHYS,32.4273
633,Student 634,Freshman,AS AM   181  ,DESIGN FOR EQUITY,43.3943,GLOBL     1  ,GLOBL HIS/CUL/IDEOL,43.3254,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,GLOBL   197E ,SPECIAL TOPICS,33.886
634,Student 635,Graduate,C LIT   197  ,JR/SR SEMINAR,54.1862,C LIT   196H ,HONORS RESEARCH,50.1998,C LIT   191  ,FANTASY/FANTASTIC,49.7794,C LIT   197H ,SENIOR HONORS SEM,48.984,CMPSC   111  ,INT COMPUTAT SCI,45.8241
635,Student 636,Graduate,PHYS    115C ,QUANTUM MECHANICS,51.0356,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHIL    599  ,PH D DISS PREP,49.1309,CMPSC   502  ,TEACHING COMPTR SCI,48.7886,PHYS    228  ,ATOMIC & MOLEC PHYS,48.5904
636,Student 637,Freshman,PHYS      6AL,INTRO EXPER PHYSICS,61.4161,PHYS    143L ,PARTICLE PHYS LAB,35.3595,AS AM   181  ,DESIGN FOR EQUITY,34.5655,CMPSC   502  ,TEACHING COMPTR SCI,34.2449,CMPSC   595A ,GP STD: FOUNDATIONS,34.0558
637,Student 638,Sophomore,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHIL    599  ,PH D DISS PREP,49.1309,CMPSC   502  ,TEACHING COMPTR SCI,48.7886,PHYS    228  ,ATOMIC & MOLEC PHYS,48.5904,PHYS    143L ,PARTICLE PHYS LAB,46.2128
638,Student 639,Senior,MUS A   252  ,VIOLIN ENSEMBLE,40.3154,INT      86VC,PORTR & SELF IN AI,38.5502,LING    131  ,SOCIOCULT LING,36.1248,MUS A   147S ,JAZZ ENSEMBLE,35.6901,ARTHI   192D ,UCSB INTERNSHIP,35.3052
639,Student 640,Sophomore,ECE     146A ,DIG COMM FUND,45.7696,MUS A   244  ,CHAMBER MUS ENS,44.859,MUS A   147S ,JAZZ ENSEMBLE,44.4242,MUS A   245  ,BRASS QUINTET,43.5319,MUS A   170M ,MIDDLE EAST ENS.,39.2371
640,Student 641,Junior,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    272  ,LING COLLOQUIUM,56.257
641,Student 642,Senior,MATRL   599  ,PH D DISS PREP,47.256,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,BL ST   199RA,INDEP RESEARCH ASST,37.4729,MUS A   237M ,SINGING GAUCHOS,35.6047,MATH    202A ,COMPLEX ANALYSIS,35.521
642,Student 643,Graduate,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,LING    272  ,LING COLLOQUIUM,35.8356
643,Student 644,Sophomore,PHYS      7B ,BASIC PHYSICS,53.2412,PHYS      6CL,INTRO EXPER PHYSICS,46.4717,PHYS    134L ,OBSER. ASTROPHYSICS,41.0759,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,AS AM   181  ,DESIGN FOR EQUITY,37.0034
644,Student 645,Senior,ECE     146A ,DIG COMM FUND,45.7696,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS      6AL,INTRO EXPER PHYSICS,32.7769,MUS A   244  ,CHAMBER MUS ENS,31.4198,FAMST   106A ,CREW PRODUCTION ONE,30.8705
645,Student 646,Graduate,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,MUS A   270M ,MIDDLE EAST ENS.,54.8601
646,Student 647,Senior,C LIT   197H ,SENIOR HONORS SEM,72.4505,C LIT   196H ,HONORS RESEARCH,69.6888,C LIT   191  ,FANTASY/FANTASTIC,69.3743,C LIT   197  ,JR/SR SEMINAR,64.8702,SOC     185M ,MARXIST&CRIT THEORY,62.621
647,Student 648,Graduate,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHIL    151  ,PRE-SOCRATICS,33.6233
648,Student 649,Sophomore,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,MATRL   599  ,PH D DISS PREP,47.256,MUS A   245BR,BRASS/ORCH REP,44.65
649,Student 650,Sophomore,ECON    196A ,SEN HONORS SEM,40.6493,GREEK   598  ,MA RESEARCH & PREP,38.3745,ARTHI   192D ,UCSB INTERNSHIP,34.0062,PORT      4  ,INTERMED PORTUGUESE,32.9903,ART     594  ,SP STUDIES/ST ART,32.2488
650,Student 651,Senior,GLOBL   197E ,SPECIAL TOPICS,51.5344,ARTHI   192D ,UCSB INTERNSHIP,51.1481,FAMST   106A ,CREW PRODUCTION ONE,49.4557,GLOBL   199  ,INDEPENDENT STUDIES,49.3394,RENST   199  ,INDEPENDENT STUDIES,49.2898
651,Student 652,Senior,C LIT   191  ,FANTASY/FANTASTIC,52.2659,MUS A   252  ,VIOLIN ENSEMBLE,48.3871,ED      362  ,EXCEP CHILD,47.6318,C LIT   196H ,HONORS RESEARCH,47.2941,MUS A   245H ,HORN ENSEMBLE,42.3286
652,Student 653,Junior,FAMST   106A ,CREW PRODUCTION ONE,44.2397,GREEK   598  ,MA RESEARCH & PREP,38.3745,AS AM   181  ,DESIGN FOR EQUITY,34.2044,FAMST    95  ,INTERNSHIP,34.1207,C LIT   197H ,SENIOR HONORS SEM,33.9186
653,Student 654,Senior,ME      197  ,IND STUDIES DESIGN,30.7322,PHIL    252G ,PLATO,30.3604,ARTHI   127A ,AFRICAN ART-I,29.2054,MATRL   200S ,INTRO STRUC & PHASE,29.1889,MATRL   207  ,MECH OF MATERIALS,29.1889
654,Student 655,Junior,PSY     183  ,PSYCHOPATHOLOGY,47.2415,MUS A   252  ,VIOLIN ENSEMBLE,44.2601,FAMST   106A ,CREW PRODUCTION ONE,44.2397,GLOBL   124  ,GLOBAL PEAC & CONFL,41.3178,GREEK   598  ,MA RESEARCH & PREP,39.0415
655,Student 656,Senior,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292
656,Student 657,Junior,C LIT   599  ,PH D DIS RE & PREP,44.2034,IQB     290CE,C. ELEG DEVELOP,42.7616,MUS A    70N ,MIDDLE EAST CHORUS,34.4685,MUS A    38P ,OPERA PRODUCTION,34.2263,FR      599  ,DISS PREPARATION,33.8289
657,Student 658,Freshman,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,PSTAT   223A ,STOCHASTIC CALCULUS,35.7065,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    119A ,THERMO & STAT PHYS,32.4273
658,Student 659,Sophomore,FAMST   250  ,CULTURAL THEORY,54.4391,FR      104C ,ADV FRENCH GRAMMAR,46.0386,PHIL    599  ,PH D DISS PREP,44.1246,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,CMPSC   502  ,TEACHING COMPTR SCI,39.0928
659,Student 660,Graduate,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,C LIT   194I ,INTERNSHIP,36.7032
660,Student 661,Sophomore,FAMST   106A ,CREW PRODUCTION ONE,39.7833,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,C LIT   197H ,SENIOR HONORS SEM,33.9186
661,Student 662,Graduate,C LIT   196H ,HONORS RESEARCH,86.2065,C LIT   197  ,JR/SR SEMINAR,78.1557,CMPSC   111  ,INT COMPUTAT SCI,76.3735,C LIT   197H ,SENIOR HONORS SEM,72.732,CMPSC    40  ,FOUNDATION COMP SCI,70.8665
662,Student 663,Sophomore,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411,FR      599  ,DISS PREPARATION,33.8289
663,Student 664,Junior,MUS A   147S ,JAZZ ENSEMBLE,35.6901,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659,PHIL    183  ,BEGIN MODERN LOGIC,33.1684,PHIL    156  ,HELLENISTIC PHIL,32.9161
664,Student 665,Graduate,CMPSC   293B ,SPEC TOPICS CS SYS,35.4982,FAMST   195I ,INTERNSHIP,35.2349,PORT    199  ,INDEP PORT STUDIES,32.9451,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    599  ,PH D DISS PREP,29.4785
665,Student 666,Freshman,MATRL   599  ,PH D DISS PREP,47.256,MUS A   245BR,BRASS/ORCH REP,44.65,MUS A   237M ,SINGING GAUCHOS,44.0689,MUS A   241  ,PIANO ENSEMBLE,39.5737,PSTAT   190  ,ULA TRAINING,39.2279
666,Student 667,Junior,SOC     185C ,CULTURAL THEORY,50.7513,C LIT   191  ,FANTASY/FANTASTIC,50.0438,MUS A   252  ,VIOLIN ENSEMBLE,45.3351,SOC     130GR,GLOBAL & RESIST,45.1268,SOC     152B ,TOPICS IN SEXUALITY,44.0411
667,Student 668,Junior,PSTAT   190  ,ULA TRAINING,39.2279,GREEK   598  ,MA RESEARCH & PREP,38.3745,ARTHI     6F ,SUR ARCH & PLAN,37.3858,RENST   199  ,INDEPENDENT STUDIES,34.5948,ARTHI   192D ,UCSB INTERNSHIP,34.0062
668,Student 669,Junior,INT      86VC,PORTR & SELF IN AI,46.5159,ARTHI   192D ,UCSB INTERNSHIP,44.1538,GREEK   199  ,INDEP STUDY GREEK,37.3454,ART     593MS,MFA THESIS PROJECT,37.1064,FAMST   195I ,INTERNSHIP,35.2349
669,Student 670,Graduate,AS AM   181  ,DESIGN FOR EQUITY,35.7756,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,SOC     185C ,CULTURAL THEORY,30.4776,PHYS      7B ,BASIC PHYSICS,30.3237
670,Student 671,Junior,PHYS      6AL,INTRO EXPER PHYSICS,54.9233,MUS A   252  ,VIOLIN ENSEMBLE,44.2601,PHYS    143L ,PARTICLE PHYS LAB,43.7743,PHYS    260J ,PHYSICS OUTREACH,35.4068,ITAL    199RA,INDEPENDEN RESEARCH,34.9809
671,Student 672,Junior,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,MUS A   270M ,MIDDLE EAST ENS.,54.8601
672,Student 673,Graduate,ECE     146A ,DIG COMM FUND,58.9192,CMPSC   110  ,INTRO RESEARCH CS,55.5409,CMPSC    24  ,PROBLEM SOLVING II,55.5409,C LIT   197  ,JR/SR SEMINAR,54.1862,C LIT   196H ,HONORS RESEARCH,50.1998
673,Student 674,Freshman,CMPSC   190DD,SPECIAL TOPICS,60.0927,C LIT   210  ,PROSEM IN COMP LIT,53.3153,C LIT   599  ,PH D DIS RE & PREP,52.9723,ED      360F ,ELD/SDAIE (MST),51.7616,ECE     153A ,HRDW/SFTW INTERFACE,50.6599
674,Student 675,Graduate,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,C LIT   194I ,INTERNSHIP,36.7032
675,Student 676,Graduate,SOC     185M ,MARXIST&CRIT THEORY,41.0858,C LIT   197  ,JR/SR SEMINAR,37.9171,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411
676,Student 677,Junior,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    272  ,LING COLLOQUIUM,56.257
677,Student 678,Graduate,PSY     118L ,ATTENTION LAB,27.6608,ME      154  ,STRUCTURES,27.6125,MATH    197B ,SENIOR THESIS,26.7214,MAT     596  ,DIRECTED RESEARCH,25.9705,MCDB    290CE,C ELEGANS DEVELOP,25.9572
678,Student 679,Freshman,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    119A ,THERMO & STAT PHYS,32.4273,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHYS      7B ,BASIC PHYSICS,30.3237
679,Student 680,Freshman,MUS A   252  ,VIOLIN ENSEMBLE,57.0211,MUS A   245H ,HORN ENSEMBLE,42.3286,PSY     592DV,SPEC INTRST GRP SEM,40.1172,MUS A   270I ,MUS OF INDIA: SITAR,38.492,LING    131  ,SOCIOCULT LING,36.1248
680,Student 681,Senior,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,ECON    196A ,SEN HONORS SEM,44.8863,C LIT   191  ,FANTASY/FANTASTIC,40.9043
681,Student 682,Sophomore,ARTHI   192D ,UCSB INTERNSHIP,52.4471,INT      86VC,PORTR & SELF IN AI,47.9311,ART     593MS,MFA THESIS PROJECT,43.0338,LING    193  ,CAPSTONE SEM,40.7399,MATRL   200S ,INTRO STRUC & PHASE,40.736
682,Student 683,Junior,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,ECON    196A ,SEN HONORS SEM,44.8863,C LIT   191  ,FANTASY/FANTASTIC,40.9043
683,Student 684,Graduate,C LIT   197  ,JR/SR SEMINAR,52.2236,C LIT   197H ,SENIOR HONORS SEM,50.4515,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199
684,Student 685,Junior,ARTHI   127A ,AFRICAN ART-I,55.6158,ARTHI     6F ,SUR ARCH & PLAN,46.7491,ART     594  ,SP STUDIES/ST ART,44.0455,ARTHI   192D ,UCSB INTERNSHIP,42.2994,ARTHI   265  ,SEM ARCH HIST URBAN,40.9473
